Item_name,Warranty Period(Years),Screen Size,Cpu,Ram,Gpu,OpSys,Weight,Price,Label of Model,Label number,Category
Dell Inspiron 3567 Notebook,3,15.6,A,4,Q,WI,2.2,42311,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo Ideapad 510S-13IKB Notebook,1,13.3,B,4,R,WI,1.5,42569,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo V310-15ISK (i5-20U/4GB/1TB/FHD/W10) Notebook,3,15.6,B,4,Q,WI,1.9,42569,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo IdeaPad 320-15IKBN Notebook,1,15.6,B,8,R,NO,2.2,42569,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo IdeaPad 320-15IKBN Notebook,1,15.6,B,8,R,NO,2.2,42569,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo IdeaPad 320-15ABR Notebook,3,15.6,B,6,R,WI,2.2,42569,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Acer Aspire E5-575 Notebook,1,15.6,B,6,R,WI,2.23,42569,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo Yoga 11e Netbook,1,11.6,A,4,P,WI,1.59,42880,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Dell Inspiron 3567 Notebook,1,15.6,B,8,R,WI,2.36,43218,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Dell Vostro 3568 Notebook,3,15.6,A,4,Q,WI,2.18,43314,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Acer Extensa EX2540-58KR Notebook,3,15.6,B,4,Q,WI,2.4,43345,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Asus VivoBook Max Notebook,1,15.6,B,4,R,LI,2,43345,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
HP 15-bs015dx (i5-20U/8GB/1TB/W10) Notebook,1,15.6,B,8,R,WI,2.04,43345,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo IdeaPad 310-15IKB Notebook,1,15.6,B,6,R,WI,2.4,43733,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Asus X705UV-BX074T (i3-6006U/4GB/1TB/GeForce Notebook,1,17.3,A,4,Q,WI,2,43733,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Dell Inspiron 3567 Notebook,1,15.6,B,8,Q,WI,2.24,43810,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo ThinkPad E570 Notebook,1,15.6,A,4,R,WI,2.3,43810,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
HP 15-bw007nv (A10-9620P/6GB/128GB/Radeon Notebook,1,15.6,B,6,R,WI,1.91,44113,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Dell Vostro 3568 Notebook,1,15.6,B,4,Q,LI,2.18,44120,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
HP 17-Y002nv (A10-9600P/6GB/2TB/Radeon Notebook,3,17.3,B,6,Q,WI,2.65,44120,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Acer Aspire A515-51G-37JS Notebook,1,15.6,B,4,Q,WI,2.2,44353,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Asus X555QG-DM242T (A10-9620P/4GB/1TB Notebook,1,15.6,B,4,Q,WI,2.2,44586,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
HP 250 G6 Notebook,1,15.6,B,8,R,NO,1.86,44586,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Asus X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce Notebook,3,15.6,B,6,Q,WI,2,44741,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo Ideapad 320-15IKBN Notebook,2,15.6,B,6,Q,WI,2.2,44896,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo Ideapad 320-15ISK Notebook,3,15.6,A,4,Q,WI,2.2,44896,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Asus X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce Notebook,1,15.6,B,4,R,NO,2.45,44896,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Acer Aspire 5 Notebook,1,15.6,B,8,R,WI,2.2,44896,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
HP 15-bs053od (i7-7500U/6GB/1TB/W10) Notebook,3,15.6,C,6,S,WI,2.04,44896,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Asus Vivobook Max Notebook,1,15.6,A,8,Q,WI,2,45121,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Dell Latitude 3480 Notebook,1,14,A,4,R,WI,1.76,45361,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Dell Inspiron 3567 Notebook,1,15.6,B,4,Q,WI,2.3,45361,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Asus VivoBook Max Notebook,1,15.6,B,4,R,WI,2,45453,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Dell Vostro 3568 Notebook,1,15.6,B,4,R,WI,2.18,45485,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo IdeaPad 320-15ISK Notebook,1,15.6,A,8,R,WI,2.2,45671,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
HP 15-bs024nv (i5-20U/8GB/128GB/W10) Notebook,1,15.6,B,8,R,WI,1.91,45671,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo IdeaPad 320-17IKB Notebook,1,17.3,B,4,Q,WI,2.79,45671,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo IdeaPad 320-17IKB Notebook,1,17.3,B,8,R,NO,2.8,45671,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Dell Inspiron 5567 Notebook,3,15.6,B,8,Q,LI,2.32,45711,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Asus R558UA-DM966T (i5-20U/8GB/128GB/FHD/W10) Notebook,3,15.6,B,8,Q,WI,2.3,45749,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Asus X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce Notebook,1,15.6,B,8,R,LI,2.3,46291,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo IdeaPad 320-15IKBN Notebook,1,15.6,B,8,R,WI,2.2,46291,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
HP 15-BS078nr (i7-7500U/8GB/1TB/W10) Notebook,1,15.6,C,8,Q,WI,2.05,46369,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Dell Inspiron 3567 Notebook,1,15.6,B,4,Q,LI,2.3,46439,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo IdeaPad 520S-14IKB Notebook,1,14,B,8,R,NO,1.7,46446,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo IdeaPad 320s-14IKB Notebook,1,14,B,4,R,WI,1.7,46446,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Dell Inspiron 3567 Notebook,2,15.6,B,4,Q,WI,2.25,46446,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
HP 250 G6 Notebook,1,15.6,B,8,Q,WI,1.96,46446,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Acer Aspire 3 Notebook,1,15.6,B,4,Q,WI,2.1,46446,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Dell Inspiron 3567 Notebook,3,15.6,C,8,Q,LI,2.2,46516,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Toshiba Satellite Pro Notebook,1,15.6,B,4,R,WI,2.1,46679,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo Ideapad 320-15IKBR Notebook,1,15.6,C,12,Q,WI,2.2,47222,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo IdeaPad 310-15IKB Notebook,1,15.6,B,4,Q,WI,2.4,47222,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
HP 250 G6 Notebook,3,15.6,B,4,Q,WI,1.86,47502,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Acer Aspire A515-51G-59QF Notebook,1,15.6,B,4,Q,WI,2.2,47532,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Dell Vostro 3568 Notebook,1,15.6,A,4,Q,WI,2.18,47610,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
HP Chromebook X360 2 in 1 Convertible,3,11.6,A,4,P,CH,1.4,47687,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Dell Vostro 3568 Notebook,2,15.6,A,4,Q,WI,2.18,47912,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
HP 15-BS026nv (i5-20U/8GB/256GB/Radeon Notebook,1,15.6,B,8,Q,WI,1.91,47996,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Acer Swift 3 Notebook,1,14,B,8,R,WI,1.5,47997,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
HP 15-BS103nv (i5-8250U/6GB/256GB/Radeon Notebook,1,15.6,B,6,Q,WI,1.91,47997,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Acer TravelMate P259-G2 Notebook,1,15.6,B,4,Q,WI,2.23,47997,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo V310-15IKB (i5-20U/4GB/1TB/FHD/W10) Notebook,1,15.6,B,4,R,WI,2.1,48187,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo Yoga 520-14IKB 2 in 1 Convertible,1,14,B,4,Q,WI,1.74,48773,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
HP 15-ba043na (A12-9700P/8GB/2TB/W10) Notebook,1,15.6,B,8,Q,WI,2.04,48773,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo IdeaPad 320-15IKBN Notebook,1,15.6,B,8,R,NO,2.2,48773,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Lenovo V330-15IKB (i3-7130U/4GB/128GB/FHD/W10) Notebook,1,15.6,B,4,R,WI,2.05,48850,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Acer Swift 3 Notebook,1,14,B,4,R,WI,1.8,49315,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Dell Inspiron 5567 Notebook,1,15.6,B,8,Q,WI,2.36,49547,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Dell Inspiron 3567 Notebook,2,15.6,B,4,Q,WI,2.3,49548,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
HP 250 G6 Notebook,1,15.6,B,8,R,WI,1.86,49548,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Acer Aspire A515-51G Notebook,1,15.6,C,4,R,WI,2.2,49548,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Asus Q304UA-BHI5T11 (i5-20U/6GB/1TB/FHD/W10) 2 in 1 Convertible,1,13.3,B,6,R,WI,1.5,49549,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
HP 17-BS092ND (i3-6006U/8GB/256GB/W10) Notebook,1,17.3,A,8,R,WI,2.5,49618,Dell Vostro 15 3578 (A553109WIN9) Laptop ,5,Executive
Dell Inspiron 3576 Notebook,1,15.6,B,8,Q,LI,2.2,50168,New Inspiron 15 5580 Laptop,6,Programmer
Dell Inspiron 5368 Notebook,1,13.3,B,8,R,WI,1.62,50323,New Inspiron 15 5580 Laptop,6,Programmer
Dell Inspiron 5378 2 in 1 Convertible,1,13.3,B,4,R,WI,1.71,50323,New Inspiron 15 5580 Laptop,6,Programmer
Dell Inspiron 3567 Notebook,3,15.6,B,12,Q,WI,2.25,50323,New Inspiron 15 5580 Laptop,6,Programmer
HP 15-cd005nv (A9-9420/6GB/256GB/Radeon Notebook,1,15.6,B,6,R,WI,1.95,50323,New Inspiron 15 5580 Laptop,6,Programmer
Fujitsu LifeBook A556 Notebook,2,15.6,B,4,R,WI,2.3,50323,New Inspiron 15 5580 Laptop,6,Programmer
Lenovo IdeaPad 320-17IKB Notebook,1,17.3,B,6,R,WI,2.8,50323,New Inspiron 15 5580 Laptop,6,Programmer
HP 15-BW091ND (A9-9420/6GB/1TB Notebook,3,15.6,B,6,Q,WI,2.1,50401,New Inspiron 15 5580 Laptop,6,Programmer
Acer TravelMate P238-M Notebook,1,13.3,B,4,R,WI,1.6,50789,New Inspiron 15 5580 Laptop,6,Programmer
Acer Aspire 5 Notebook,1,17.3,B,4,Q,WI,3,50789,New Inspiron 15 5580 Laptop,6,Programmer
HP 17-ak002nv (A10-9620P/6GB/2TB/Radeon Notebook,3,17.3,B,6,R,WI,2.71,50789,New Inspiron 15 5580 Laptop,6,Programmer
Dell Vostro 3568 Notebook,1,15.6,B,4,R,WI,2.18,50944,New Inspiron 15 5580 Laptop,6,Programmer
Dell Inspiron 5379 2 in 1 Convertible,3,13.3,B,8,R,WI,1.55,51099,New Inspiron 15 5580 Laptop,6,Programmer
HP Pavilion 14-BK001nv Notebook,3,14,B,6,R,WI,1.58,51099,New Inspiron 15 5580 Laptop,6,Programmer
HP 15-BS101nv (i7-8550U/8GB/256GB/FHD/W10) Ultrabook,1,15.6,C,8,R,WI,1.91,51099,New Inspiron 15 5580 Laptop,6,Programmer
Acer Aspire 5 Notebook,1,15.6,B,8,R,WI,2.2,51099,New Inspiron 15 5580 Laptop,6,Programmer
Acer SP315-51 (i7-7500U/12GB/1TB/FHD/W10) Notebook,1,15.6,C,12,S,WI,2.15,51099,New Inspiron 15 5580 Laptop,6,Programmer
Dell Insprion 5767 Notebook,1,17.3,A,4,Q,WI,2.36,51099,New Inspiron 15 5580 Laptop,6,Programmer
Lenovo IdeaPad 320-15IKB Notebook,1,15.6,C,8,R,NO,2.2,51100,New Inspiron 15 5580 Laptop,6,Programmer
Dell Inspiron 5570 Ultrabook,1,15.6,B,8,R,WI,1.9,51409,New Inspiron 15 5580 Laptop,6,Programmer
Dell Vostro 3568 Notebook,1,15.6,A,8,R,WI,2,51564,New Inspiron 15 5580 Laptop,6,Programmer
HP ProBook 450 Notebook,1,15.6,B,4,R,WI,2.1,51834,New Inspiron 15 5580 Laptop,6,Programmer
Toshiba Satellite Pro Notebook,3,15.6,B,4,R,WI,2,51874,New Inspiron 15 5580 Laptop,6,Programmer
Lenovo IdeaPad 510-15ISK Notebook,3,15.6,C,8,R,WI,2.2,51874,New Inspiron 15 5580 Laptop,6,Programmer
HP ProBook 430 Notebook,1,13.3,B,4,R,WI,1.49,52340,New Inspiron 15 5580 Laptop,6,Programmer
Dell Inspiron 3576 Notebook,1,15.6,B,8,Q,WI,2.2,52340,New Inspiron 15 5580 Laptop,6,Programmer
Dell Inspiron 3576 Notebook,1,15.6,B,8,Q,LI,2.2,52522,New Inspiron 15 5580 Laptop,6,Programmer
Acer Aspire A515-51G Notebook,1,15.6,B,4,R,WI,2.2,52882,New Inspiron 15 5580 Laptop,6,Programmer
HP Pavilion x360 2 in 1 Convertible,2,15.6,B,4,R,WI,2.3,53099,New Inspiron 15 5580 Laptop,6,Programmer
Dell Vostro 3568 Notebook,2,15.6,B,4,Q,WI,2.18,53114,New Inspiron 15 5580 Laptop,6,Programmer
Lenovo IdeaPad 310-15IKB Notebook,3,15.6,C,8,Q,NO,2.2,53115,New Inspiron 15 5580 Laptop,6,Programmer
Lenovo V330-15IKB (i5-8250U/4GB/500GB/FHD/W10) Notebook,2,15.6,B,4,R,WI,2.05,53115,New Inspiron 15 5580 Laptop,6,Programmer
HP ProBook 450 Notebook,1,15.6,B,4,R,WI,2.04,53115,New Inspiron 15 5580 Laptop,6,Programmer
Acer Aspire R7 2 in 1 Convertible,1,13.3,B,8,R,WI,1.6,53425,New Inspiron 15 5580 Laptop,6,Programmer
Dell Latitude 3380 Notebook,1,13.3,A,4,R,WI,1.65,53425,New Inspiron 15 5580 Laptop,6,Programmer
Acer Aspire 5 Notebook,1,15.6,C,8,Q,WI,2.2,53425,New Inspiron 15 5580 Laptop,6,Programmer
HP 15-bs011nv (i7-7500U/4GB/500GB/Radeon Notebook,3,15.6,C,4,R,WI,2.1,53425,New Inspiron 15 5580 Laptop,6,Programmer
HP ProBook 440 Notebook,1,15.6,A,4,R,WI,1.63,53425,New Inspiron 15 5580 Laptop,6,Programmer
HP 250 G6 Notebook,1,15.6,B,8,R,WI,1.86,53503,New Inspiron 15 5580 Laptop,6,Programmer
Acer Aspire 5 Notebook,1,15.6,B,12,Q,WI,2.2,53812,New Inspiron 15 5580 Laptop,6,Programmer
Lenovo IdeaPad 310-15IKB Notebook,2,15.6,B,6,Q,WI,2.4,53890,New Inspiron 15 5580 Laptop,6,Programmer
Lenovo IdeaPad 320-17IKBR Notebook,1,17.3,B,8,Q,NO,2.8,54123,New Inspiron 15 5580 Laptop,6,Programmer
HP Envy 13-AD007nv Notebook,1,13.3,B,4,R,WI,1.32,54200,New Inspiron 15 5580 Laptop,6,Programmer
Lenovo IdeaPad 520s-14IKB Notebook,3,14,B,4,Q,WI,1.7,54200,New Inspiron 15 5580 Laptop,6,Programmer
HP Pavilion X360 2 in 1 Convertible,3,14,B,4,R,WI,1.63,54200,New Inspiron 15 5580 Laptop,6,Programmer
HP Pavilion 15-CK000nv Ultrabook,1,15.6,C,8,R,WI,1.83,54200,New Inspiron 15 5580 Laptop,6,Programmer
Asus FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon Gaming,3,15.6,C,8,R,WI,2.45,54200,New Inspiron 15 5580 Laptop,6,Programmer
HP 17-bs001nv (i5-20U/6GB/2TB/Radeon Notebook,1,17.3,B,6,Q,WI,2.71,54200,New Inspiron 15 5580 Laptop,6,Programmer
HP 17-bs000nv I3 Notebook,3,17.3,A,4,Q,WI,2.5,54200,New Inspiron 15 5580 Laptop,6,Programmer
Acer Aspire 5 Notebook,1,17.3,B,4,Q,WI,3,54433,New Inspiron 15 5580 Laptop,6,Programmer
HP ProBook 450 Notebook,1,15.6,B,4,R,WI,2.1,54704,New Inspiron 15 5580 Laptop,6,Programmer
Dell Vostro 3568 Notebook,3,15.6,B,4,R,WI,2.18,54903,New Inspiron 15 5580 Laptop,6,Programmer
Acer A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce Gaming,1,15.6,C,8,R,LI,2.4,54976,New Inspiron 15 5580 Laptop,6,Programmer
Dell Inspiron 5567 Notebook,1,15.6,C,12,S,WI,2.3,55291,New Inspiron 15 5580 Laptop,6,Programmer
Dell Vostro 3568 Notebook,1,15.6,B,8,R,WI,2.18,55363,New Inspiron 15 5580 Laptop,6,Programmer
HP ProBook 450 Notebook,1,15.6,B,8,R,WI,2.1,55519,New Inspiron 15 5580 Laptop,6,Programmer
HP ProBook 430 Notebook,1,13.3,B,4,R,WI,1.49,55751,New Inspiron 15 5580 Laptop,6,Programmer
Dell Inspiron 5570 Notebook,3,15.6,B,8,R,WI,2.2,55751,New Inspiron 15 5580 Laptop,6,Programmer
HP 15-bs017nv (i7-7500U/8GB/256GB/Radeon Notebook,3,15.6,C,8,R,WI,1.91,55751,New Inspiron 15 5580 Laptop,6,Programmer
Lenovo IdeaPad 320-17IKB Notebook,1,17.3,B,6,R,WI,2.8,55751,New Inspiron 15 5580 Laptop,6,Programmer
HP Probook 440 Notebook,1,14,B,4,R,WI,1.63,55984,New Inspiron 15 5580 Laptop,6,Programmer
HP ProBook 450 Notebook,1,15.6,B,4,R,WI,2.1,55984,New Inspiron 15 5580 Laptop,6,Programmer
HP ProBook 430 Notebook,1,13.3,B,4,Q,WI,1.49,56294,New Inspiron 15 5580 Laptop,6,Programmer
Dell Vostro 5568 Notebook,3,15.6,B,8,R,LI,1.98,56294,New Inspiron 15 5580 Laptop,6,Programmer
Dell Inspiron 3576 Notebook,1,15.6,B,8,Q,WI,2.13,56449,New Inspiron 15 5580 Laptop,6,Programmer
Dell Latitude 3580 Notebook,3,15.6,B,4,R,WI,1.95,56596,New Inspiron 15 5580 Laptop,6,Programmer
Lenovo Thinkpad 13 Notebook,2,13.3,B,4,R,WI,1.44,56992,New Inspiron 15 5580 Laptop,6,Programmer
Dell Inspiron 3576 Notebook,1,15.6,C,8,Q,LI,2.14,56997,New Inspiron 15 5580 Laptop,6,Programmer
Dell Vostro 5468 Notebook,1,14,A,4,R,WI,1.6,57059,New Inspiron 15 5580 Laptop,6,Programmer
Dell Vostro 3568 Notebook,3,15.6,C,4,Q,WI,2.18,57302,New Inspiron 15 5580 Laptop,6,Programmer
Dell Vostro 5568 Notebook,1,15.6,A,8,Q,WI,2,57302,New Inspiron 15 5580 Laptop,6,Programmer
Asus TP501UA-CJ131T (i5-20U/8GB/1TB/W10) 2 in 1 Convertible,1,15.6,B,8,R,WI,2.2,57302,New Inspiron 15 5580 Laptop,6,Programmer
Fujitsu Lifebook A557 Notebook,3,15.6,B,8,R,WI,2.2,57302,New Inspiron 15 5580 Laptop,6,Programmer
Lenovo V330-15IKB (i5-8250U/8GB/256GB/FHD/W10) Notebook,1,15.6,B,8,R,WI,2.05,57302,New Inspiron 15 5580 Laptop,6,Programmer
Dell Latitude E5470 Notebook,3,14,A,8,R,WI,1.79,57380,New Inspiron 15 5580 Laptop,6,Programmer
Acer Aspire E5-576G Notebook,1,15.6,C,8,R,WI,2.23,57535,New Inspiron 15 5580 Laptop,6,Programmer
Dell Latitude 3180 Netbook,1,11.6,A,4,Q,WI,1.63,57690,New Inspiron 15 5580 Laptop,6,Programmer
Acer Aspire A515-51G Notebook,2,15.6,C,8,Q,WI,2.2,57767,New Inspiron 15 5580 Laptop,6,Programmer
Dell Inspiron 3567 Notebook,1,15.6,C,8,Q,WI,3.2,57767,New Inspiron 15 5580 Laptop,6,Programmer
HP 15-bs012nv (i7-7500U/8GB/1TB/Radeon Notebook,3,15.6,C,8,R,WI,2.1,57767,New Inspiron 15 5580 Laptop,6,Programmer
Dell Inspiron 5567 Notebook,2,15.6,C,8,Q,WI,2.36,58077,New Inspiron 15 5580 Laptop,6,Programmer
Dell Inspiron 5570 Notebook,1,15.6,B,4,R,WI,2.2,58077,New Inspiron 15 5580 Laptop,6,Programmer
Asus Pro P2540UA-AB51 Notebook,1,15.6,B,8,R,WI,2.37,58077,New Inspiron 15 5580 Laptop,6,Programmer
Dell Inspiron 3567 Notebook,1,15.6,C,8,Q,LI,2.2,58078,New Inspiron 15 5580 Laptop,6,Programmer
HP ProBook 430 Notebook,1,13.3,B,4,R,WI,1.49,58465,New Inspiron 15 5580 Laptop,6,Programmer
Dell Latitude 3480 Notebook,3,14,B,4,R,WI,1.76,58543,New Inspiron 15 5580 Laptop,6,Programmer
Dell Inspiron 5570 Notebook,1,15.6,B,8,R,WI,2.02,58853,New Inspiron 15 5580 Laptop,6,Programmer
Dell Inspiron 3576 Notebook,1,15.6,C,8,Q,WI,2.13,59535,New Inspiron 15 5580 Laptop,6,Programmer
Asus Vivobook X541UV-DM1217T Notebook,1,15.6,B,8,Q,WI,2,59628,New Inspiron 15 5580 Laptop,6,Programmer
Acer Swift 3 Ultrabook,1,14,B,8,R,WI,1.6,59706,New Inspiron 15 5580 Laptop,6,Programmer
HP ProBook x360 2 in 1 Convertible,2,11.6,A,4,Q,WI,1.45,60094,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5570 Notebook,1,15.6,B,4,R,WI,2.2,60171,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5567 Notebook,1,15.6,C,8,Q,LI,2.33,60394,New Dell G3 15 3579 Gaming,7,Data Scientist
Acer Aspire 7 Notebook,1,15.6,D,8,R,LI,2.4,60404,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo Legion Y520-15IKBN Gaming,1,15.6,C,8,R,NO,2.4,60404,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo V310-15IKB (i7-7500U/4GB/1TB/FHD/W10) Notebook,3,15.6,C,4,S,WI,1.85,60404,New Dell G3 15 3579 Gaming,7,Data Scientist
Toshiba Satellite Pro Notebook,1,15.6,B,4,R,WI,2.1,60481,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo ThinkPad E470 Notebook,1,14,B,4,R,WI,1.87,60869,New Dell G3 15 3579 Gaming,7,Data Scientist
Asus K556UR-DM621T (i7-7500U/8GB/256GB/GeForce Notebook,1,15.6,C,8,R,WI,2.3,61024,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo IdeaPad Y700-15ISK Notebook,1,15.6,B,8,R,WI,2.6,61179,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo IdeaPad 510-15IKB Notebook,1,15.6,C,6,R,WI,2.2,61179,New Dell G3 15 3579 Gaming,7,Data Scientist
Acer Aspire R7 2 in 1 Convertible,1,13.3,C,8,S,WI,1.6,61180,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Vostro 3568 Notebook,1,15.6,B,8,Q,WI,2.18,61242,New Dell G3 15 3579 Gaming,7,Data Scientist
Toshiba Satellite Pro Notebook,1,15.6,B,8,R,WI,2,61489,New Dell G3 15 3579 Gaming,7,Data Scientist
HP ProBook 450 Notebook,1,15.6,B,8,R,WI,2.1,61567,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Vostro 5568 Notebook,3,15.6,B,8,R,WI,2.18,61644,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5570 Notebook,1,15.6,B,8,R,WI,2.2,61831,New Dell G3 15 3579 Gaming,7,Data Scientist
Acer Aspire 7 Gaming,1,15.6,C,8,R,LI,2.4,61877,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo IdeaPad 510s-14IKB Notebook,1,14,C,8,R,NO,1.5,61954,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo IdeaPad 320-15IKB Notebook,1,15.6,C,4,Q,WI,2.2,61954,New Dell G3 15 3579 Gaming,7,Data Scientist
Fujitsu LifeBook A557 Notebook,1,15.6,B,8,R,WI,2.2,61954,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5579 2 in 1 Convertible,1,15.6,B,8,R,WI,2.67,61954,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5570 Notebook,1,15.6,B,8,R,WI,2.2,62032,New Dell G3 15 3579 Gaming,7,Data Scientist
Acer Aspire A517-51G Notebook,1,17.3,B,4,Q,WI,3,62420,New Dell G3 15 3579 Gaming,7,Data Scientist
HP Probook 450 Notebook,2,15.6,B,8,R,WI,2.04,62497,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo Legion Y520-15IKBN Gaming,1,15.6,C,8,R,NO,2.4,62730,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Latitude 3580 Notebook,1,15.6,B,8,R,WI,1.95,62807,New Dell G3 15 3579 Gaming,7,Data Scientist
HP Probook 440 Notebook,1,14,B,8,R,WI,1.63,62962,New Dell G3 15 3579 Gaming,7,Data Scientist
Toshiba Satellite Pro Notebook,1,15.6,C,8,R,WI,2.2,62962,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo V310-15IKB (i5-20U/8GB/1TB Notebook,1,15.6,B,8,R,WI,1.9,63040,New Dell G3 15 3579 Gaming,7,Data Scientist
